,location account #,business name,dba name,street address,city,location description,mailing address,mailing city,mailing zip code,naics,primary naics description,council district,location start date,location end date,location,zip_code
3024,0000011199-0001-4,GENOVEVA HERNANDEZ,MI RANCHITO RESTAURANT,2325 E 1ST STREET,los angeles,2325 1ST 90033-4001,,,,722110,Full-service restaurants,14,09/10/1996,,"(34.0439, -118.2103)",90033
3025,0000040962-0001-9,DENO DEMITRIOS PERRIS,PATRAS DRIVE IN #2,2319 N SAN FERNANDO ROAD,los angeles,2319 SAN FERNANDO 90065-1314,,,,722110,Full-service restaurants,1,02/01/2001,,"(34.1052, -118.2386)",90065
3026,0002691828-0001-4,ESPARZA FOODS INC,,10981 GLENOAKS BLVD,pacoima,10981 GLENOAKS 91331-1632,,,,722110,Full-service restaurants,7,07/16/2013,,"(34.2693, -118.4071)",91331
3027,0003245321-0001-1,MACCA CORPORATION,LOUISIANA KITHCEN,8822 S VERMONT AVENUE   BUILDING,los angeles,8822 VERMONT 90044,8856 S WESTERN AVENUE,LOS ANGELES,90047-3328,722110,Full-service restaurants,8,04/01/2021,,"(33.9574, -118.2912)",90044
3028,0003292042-0001-9,"BRILLIANT BROTHERS, INC.",,3500 W 6th #226,los angeles,3500 6TH 90020,3500 W 6th #226,Los Angeles,90020-5803,722110,Full-service restaurants,10,01/10/2022,,"(34.0632, 34.0632)",90020
3029,0000005444-0001-1,THE R&J AMUSEMENT COMPANY LLC,GRIFFITH PARK MERRY-GO-ROUND,1153 DE LUZ ROAD,fallbrook,1153 DE LUZ 92028-9742,1153 DE LUZ ROAD,FALLBROOK,92028-9742,722110,Full-service restaurants,0,01/01/1976,,"(33.393, -117.2528)",92028
3030,0002735023-0001-2,MJWLA GROUP,MJ CAFE EXPRESS,11307 MISSISSIPPI AVENUE,los angeles,11307 MISSISSIPPI 90025-6227,,,,722110,Full-service restaurants,11,03/25/2014,,"(34.0394, -118.4426)",90025
3031,0002401055-0001-8,YXTA COCINA MEXICANA LLC,YXTA COCINA MEXICANA,601 S CENTRAL AVENUE,los angeles,601 CENTRAL 90021-1050,,,,722110,Full-service restaurants,14,01/06/2009,,"(34.0381, -118.24)",90021
3032,0003087680-0001-2,"DEL FRISCO'S OF CALIFORNIA, LLC",DOUBLE EAGLE STEAK HOUSE,10250   SANTA MONICA BLVD   SUITE #1700,los angeles,10250 SANTA MONICA 90067-6512,1510   WEST LOOP S,HOUSTON,77027-9505,722110,Full-service restaurants,5,12/21/2018,,"(34.06, -118.4198)",90067
3033,0002609077-0001-3,CRC RESTAURANTS INC,GREYSTOKE GRILL,18395 VENTURA BLVD,tarzana,18395 VENTURA 91356-4218,,,,722110,Full-service restaurants,3,04/04/2012,,"(34.1677, -118.5334)",91356
3034,0000532043-0002-6,PRIMA PIZZA INC,DOMINO PIZZA,740 S OLIVE STREET #102,los angeles,740 OLIVE 90014-2616,5314 PAYLOR LANE,LAKEWOOD RANCH,34240-2202,722110,Full-service restaurants,14,01/23/1989,,"(34.046, -118.256)",90014
3035,0002893392-0001-7,1556 CAHUENGA PARTNERS LLC,TREJO'S TACOS,1556 N CAHUENGA BLVD,los angeles,1556 CAHUENGA 90028-7313,631 N LARCHMONT BLVD   APT #2,LOS ANGELES,90004-1331,722110,Full-service restaurants,13,04/01/2016,,"(34.0991, -118.3294)",90028
3036,0000239637-0011-3,EL POLLO LOCO INC,EL POLLO LOCO #5462,8239 TOPANGA CANYON BLVD,canoga park,8239 TOPANGA CANYON 91304-3841,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,3,01/07/1988,,"(34.2192, -118.6059)",91304
3037,0000028694-0004-4,MOHAMMAD H GHADRI,CUGURT,1904 1/2 HILLHURST AVENUE,los angeles,1904 HILLHURST 90027-2712,571 FAIRVIEW AVENUE #22,LOS ANGELES,90033-1667,722110,Full-service restaurants,4,03/01/2012,,"(34.1055, -118.2874)",90027
3038,0003034139-0002-9,MULTIWAY BUR INC DBA MUDDLE & TWIST,SAINTS SINNERS,10865   MAGNOLIA BLVD,north hollywood,10865 MAGNOLIA 91601-3928,10865 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3928,722110,Full-service restaurants,2,03/01/2018,,"(34.165, -118.3677)",91601
3039,0002116219-0004-9,RADWICK ENTERPRISES LLC,SPITZ-STUDIO CITY,3737 CAHUENGA BLVD,studio city,3737 CAHUENGA 91604-3504,,,,722110,Full-service restaurants,4,11/16/2013,,"(34.1357, -118.3619)",91604
3040,0003247444-0001-5,VENICE NOODLES,,10953   VENICE BLVD,los angeles,10953 VENICE 90034,10953   VENICE BLVD,LOS ANGELES,90034-7014,722110,Full-service restaurants,5,03/01/2021,,"(34.0153, -118.4136)",90034
3041,0002824314-0003-6,CREWS LAX2 LLC,FRESH BROTHERS,200 WORLD WAY SPACE #235FB,los angeles,200 WORLD 90045-5885,8685 W SAHARA AVENUE SUITE,LAS VEGAS,89117-5877,722110,Full-service restaurants,11,05/15/2015,,"(33.9452, -118.4019)",90045
3042,0000774578-0001-3,RIGOBERTO ALDANA,THE FAMILY #2,6300 S FIGUEROA STREET,los angeles,6300 FIGUEROA 90003-1026,6337 DENVER AVENUE,LOS ANGELES,90044-5335,722110,Full-service restaurants,8,02/01/2003,,"(33.9823, -118.2826)",90003
3043,0000016306-0001-1,"Z RESTAURANT, INC",FATBURGER,10955 KINROSS AVENUE,los angeles,10955 KINROSS 90024-3414,,,,722110,Full-service restaurants,5,04/01/1993,,"(34.0601, -118.4466)",90024
3044,0002674175-0001-1,LAS ISLITAS MARICO'S FAMILY RESTAURANT INC,,5875 HOOPER AVENUE,los angeles,5875 HOOPER 90001-1280,,,,722110,Full-service restaurants,0,04/08/2013,,"(33.9868, -118.2521)",90001
3045,0000652060-0001-0,DEBORAH KOJIMA,RESTAURANT TATSUKI,21630 VENTURA BLVD,woodland hills,21630 VENTURA 91364-1921,4703   MOORPARK AVENUE   APT #18,MOORPARK,93021-4137,722110,Full-service restaurants,3,08/01/1988,,"(34.1682, -118.6)",91364
3046,0003216500-0002-2,SAFFRON INDIAN FOOD INC,,300 S GRAND AVENUE SUITE #L100,los angeles,300 GRAND 90071-3109,8031 KENTLAND AVENUE,WEST HILLS,91304-3734,722110,Full-service restaurants,14,02/01/2021,,"(34.0523, -118.2513)",90071
3047,0002170158-0008-8,CALIFORNIA PIZZA KITCHEN INC,,6600 TOPANGA CANYON BLVD SUITE #1082D,canoga park,6600 TOPANGA CANYON 91303-2681,1815   HAWTHORNE BLVD   SUITE #146,REDONDO BEACH,90278-3432,722110,Full-service restaurants,3,12/08/1986,,"(34.1898, -118.6058)",91303
3048,0000764725-0001-1,BUENAVENTURA T MADRIAGA,SUSHI ON THE SPOT,8437 MAMMOTH AVENUE,panorama city,8437 MAMMOTH 91402-3816,,,,722110,Full-service restaurants,6,01/01/2002,,"(34.2248, -118.4342)",91402
3049,0000055177-0002-1,IL FORNAIO (AMERICA) LLC,IL FORNAIO CUCINA ITALIANA,6320 TOPANGA CANYON BLVD SUITE #1640,woodland hills,6320 TOPANGA CANYON 91367-2214,770 TAMALPAIS DRIVE SUITE #208,CORTE MADERA,94925-1736,722110,Full-service restaurants,3,02/05/2015,,"(34.1854, -118.6058)",91367
3050,0000975191-0001-4,MIGUEL GRACIANO,LA CABANA RESTAURANT,2931 E 4TH STREET,los angeles,2931 4TH 90033-4432,,,,722110,Full-service restaurants,14,07/16/1999,,"(34.0372, -118.2042)",90033
3051,0000650423-0004-1,DEL TACO LLC,DEL TACO #400,8949 CORBIN AVENUE UNIT #400,northridge,8949 CORBIN 91324-3312,25521 COMMERCENTRE DRIVE #2FL,LAKE FOREST,92630-8857,722110,Full-service restaurants,12,03/27/1988,,"(34.2332, -118.5623)",91324
3052,0002368747-0001-4,FLAME CUISINE INC,,1442 WESTWOOD BLVD,los angeles,1442 WESTWOOD 90024-4900,,,,722110,Full-service restaurants,5,04/01/2008,,"(34.0547, -118.4413)",90024
3053,0000632506-0001-3,SOMWANG & THASSANA LAPNIRAMAI,LITTLE ORCHIDS RESTAURANT,21614 VENTURA BLVD,woodland hills,21614 VENTURA 91364-1921,,,,722110,Full-service restaurants,3,12/04/1997,,"(34.1682, -118.5998)",91364
3054,0002113509-0003-0,MAXWELL MASAYA / LILIAN MASAYA,LILIAN'S BREAD AND SWEETS,16134 NORDHOFF STREET    #C,north hills,16134 NORDHOFF 91343-3003,,,,722110,Full-service restaurants,12,01/24/2022,,"(34.2355, -118.4842)",91343
3055,0000239637-0036-9,EL POLLO LOCO INC,EL POLO LOCO # 6080,6400 LANKERSHIM BLVD,north hollywood,6400 LANKERSHIM 91606-2812,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,2,07/27/2009,,"(34.1866, -118.3877)",91606
3056,0000832488-0011-1,LITTLE CAESARS ENTERPRISES INC,LITTLE CAESAR STORE #5795,14901 VANOWEN STREET,van nuys,14901 VANOWEN 91405-3739,2211 WOODWARD AVENUE,DETROIT,48201-3467,722110,Full-service restaurants,6,02/09/1998,,"(34.1939, -118.4574)",91405
3057,0002720451-0001-4,KONGFARNG NUALKHAIR,ARAYA'S PLACE,8101  1/2 BEVERLY BLVD,los angeles,8101 BEVERLY 90048-4507,,,,722110,Full-service restaurants,5,01/02/2014,,"(34.076, -118.3658)",90048
3058,0000146242-0001-3,SU YUN TAN/KUO CHANG LEW,BAMBOO INN,2005 W 7TH STREET,los angeles,2005 7TH 90057-4023,,,,722110,Full-service restaurants,1,07/01/1994,,"(34.0559, -118.2756)",90057
3059,0002685837-0001-6,THE BEIGNET TRUCK,,4860 NIELSEN STREET,ventura,4860 NIELSEN 93003-0382,6904 RADFORD AVENUE APT #8,NORTH HOLLYWOOD,91605-6099,722110,Full-service restaurants,0,07/01/2013,,"(34.2682, -119.2288)",93003
3060,0002402475-0001-5,ELIAS JANESIAN,KOKO'S MIDDLE EASTERN RESTAURANT,16935 VANOWEN STREET UNIT #L,van nuys,16935 VANOWEN 91406-4565,,,,722110,Full-service restaurants,6,01/15/2009,,"(34.1939, -118.5018)",91406
3061,0000369721-0001-8,SANTINO'S PIZZA INC,SANTINO'S NY PIZZA,4319 WOODMAN AVENUE,sherman oaks,4319 WOODMAN 91423-3030,20273 LORENZANA DRIVE,WOODLAND HILLS,91364-3527,722110,Full-service restaurants,4,08/27/1996,,"(34.1489, -118.4312)",91423
3062,0003245223-0001-2,WOODLAND HILLS ENTERTAINMENT LLC,,6250 TOPANGA CANYON BLVD UNIT #1550,woodland hills,6250 Topanga Canyon 91367-2279,,,,722110,Full-service restaurants,3,03/22/2021,,"(34.1841, -118.6051)",91367
3063,0002569727-0001-5,CHUNG HOON LEE,VERMONT SOON DAE,923 S VERMONT AVENUE,los angeles,923 VERMONT 90006-1609,,,,722110,Full-service restaurants,10,07/14/2011,,"(34.0551, -118.2916)",90006
3064,0003304262-0001-5,"RAYISM, INC.",GREAT STEAK & POTATO,1400 W 190TH STREET #A,torrance,1400 190TH 90501-1139,1400 W 190th #A,Torrance,90501-1136,722110,Full-service restaurants,15,04/01/2022,,,90501
3065,0002532998-0001-1,YONG HYUN AHN,GARDEN CAFE WEST,1990 S BUNDY DRIVE SUITE #150,los angeles,1990 BUNDY 90025-5250,,,,722110,Full-service restaurants,11,10/27/2010,,"(34.034, -118.4556)",90025
3066,0002559864-0001-8,ROUND 3 INC,,11500 W PICO BLVD,los angeles,11500 PICO 90064-1520,2560 S BARRINGTON AVENUE PENTHOUSE #3,LOS ANGELES,90064-2863,722110,Full-service restaurants,11,05/11/2011,,"(34.0334, -118.4422)",90064
3067,0003295341-0001-1,SCHNITZLY CORP,,9216 W PICO BLVD,los angeles,9216 Pico 90035-1319,,,,722110,Full-service restaurants,5,01/01/2020,,"(34.0552, -118.3922)",90035
3068,0002054225-0001-5,PHAROS/SHRINE INC,,2999 W 6TH STREET,los angeles,2999 6TH 90020-1233,2999 W 6TH STREET FLOOR #4TH,LOS ANGELES,90020-1233,722110,Full-service restaurants,10,07/11/2005,,"(34.0637, -118.2869)",90020
3069,0002480243-0001-5,ANNE M STAPLETON,ANNE & MAXX | ANNEX MAXX,11510 PALMS BLVD,los angeles,11510 PALMS 90066-2106,11510 PALMS BLVD,LOS ANGELES,90066-2106,722110,Full-service restaurants,11,01/15/2010,,"(34.0164, -118.429)",90066
3070,0000143397-0001-1,FRANCIS MORI,26 BEACH RESTAURANT,3100 WASHINGTON BLVD,marina del rey,3100 WASHINGTON 90292-5551,,,,722110,Full-service restaurants,11,07/27/2000,,"(33.9894, -118.4498)",90292
3071,0002315392-0001-3,RRH LANKERSHIM INC,MC DONALD'S,6309 LANKERSHIM BLVD,north hollywood,6309 LANKERSHIM 91606-3511,,,,722110,Full-service restaurants,2,06/01/2007,,"(34.185, -118.3868)",91606
3072,0003246508-0001-0,HILLHURST TACO SHOP 26 INC,,1824   HILLHURST AVENUE,los angeles,1824 HILLHURST 90027,1824   HILLHURST AVENUE,LOS ANGELES,90027-4408,722110,Full-service restaurants,4,03/28/2021,,"(34.1044, -118.2871)",90027
3073,0000805764-0001-6,BARNEYS SAN VICENTE INC,BARNEYS,11660 SAN VICENTE BLVD,los angeles,11660 SAN VICENTE 90049-5104,525 MARGUERITA AVENUE,SANTA MONICA,90402-1917,722110,Full-service restaurants,11,10/21/2003,,"(34.0537, -118.464)",90049
3074,0002471750-0001-7,SUGAR CONE LP,SWEET ROSE CREAMERY,225 26TH STREET UNIT #51,santa monica,225 26TH 90402-2569,826 PICO BLVD,SANTA MONICA,90405-1325,722110,Full-service restaurants,0,11/19/2009,,"(34.0479, -118.4914)",90402
3075,0003246177-0001-8,"CHUCK-A-LUCK, LLC",THE HIGH-LOW,3000   LOS FELIZ BLVD,los angeles,3000 LOS FELIZ 90039,3000   LOS FELIZ BLVD,LOS ANGELES,90039-1505,722110,Full-service restaurants,13,04/01/2021,,"(34.1252, -118.2647)",90039
3076,0000618973-0003-5,RCSH OPERATIONS INC,RUTH'S CHRIS STEAK HOUSE,5919 CANOGA AVENUE,woodland hills,5919 Canoga 91367-5010,1030 W CANTON AVENUE #100,WINTER PARK,32789-3050,722110,Full-service restaurants,3,07/11/2022,,"(34.1782, -118.5982)",91367
3077,0000275170-0004-9,GARCO ENTERPRISES INC,MCDONALDS #876,5930 W PICO BLVD,los angeles,5930 PICO 90035-2658,,,,722110,Full-service restaurants,10,05/01/2001,,"(34.0518, -118.3687)",90035
3078,0002949463-0001-6,PROSSIMO LLC,COSA BUONA,2100 W SUNSET BLVD,los angeles,2100 SUNSET 90026-3125,1651   VIRGINIA ROAD,LOS ANGELES,90019-5935,722110,Full-service restaurants,13,01/30/2017,,"(34.0773, -118.2639)",90026
3079,0000296080-0001-0,MARIA ELENA POSADAS,POR VENIR,3000 MAPLE AVENUE,los angeles,3000 MAPLE 90011-1924,,,,722110,Full-service restaurants,9,01/18/2001,,"(34.0202, -118.2674)",90011
3080,0000437602-0001-9,AMERICAN-THAI INVESTMENTS INC,THAI ORIGINAL BBQ RESTAURANT,10036 VENICE BLVD,culver city,10036 VENICE 90232-2720,5300 SANTA MONICA BLVD #301,LOS ANGELES,90029-1259,722110,Full-service restaurants,5,04/15/2001,,"(34.0227, -118.3997)",90232
3081,0000009348-0001-0,BRISTOL FARMS,,1515 WESTWOOD BLVD,los angeles,1515 WESTWOOD 90024-5601,915 E 230TH STREET,CARSON,90745-5005,722110,Full-service restaurants,5,03/08/2000,,"(34.0538, -118.4405)",90024
3082,0002860887-0001-6,LEK INVESTMENTS LLC,,8474 W 3RD STREET SUITE #108,los angeles,8474 3RD 90048-4142,,,,722110,Full-service restaurants,5,10/14/2015,,"(34.0733, -118.3757)",90048
3083,0000486068-0047-1,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #3119,1122 W 6TH STREET   SUITE #101,los angeles,1122 6TH 90017-1893,POST OFFICE BOX #182566,COLUMBUS,43218-2566,722110,Full-service restaurants,1,01/18/2018,,"(34.0543, -118.2629)",90017
3084,0002750431-0001-6,THONGSAI NELSON,THE ROOST COCKTAIL,3100 LOS FELIZ BLVD,los angeles,3100 LOS FELIZ 90039-1507,,,,722110,Full-service restaurants,13,04/26/2014,,"(34.1245, -118.2665)",90039
3085,0002727884-0001-2,KF GROUP INC,KUSINA FILIPINA,4157 EAGLE ROCK BLVD,los angeles,4157 EAGLE ROCK 90065-4492,,,,722110,Full-service restaurants,1,02/05/2014,,"(34.1215, -118.226)",90065
3086,0002644525-0001-6,"VASQUEZ RESTAURANT GROUP, INC.",EL NOPAL MEXICAN RESTAURANT,10426 NATIONAL BLVD,los angeles,10426 NATIONAL 90034-4664,28872   KLAMATH COURT,SANTA CLARITA,91390-5294,722110,Full-service restaurants,5,11/05/2012,,"(34.0286, -118.4118)",90034
3087,0000254662-0001-1,"MARRIOTT HOTEL SERVICES, INC.",,5855 W CENTURY BLVD,los angeles,5855 CENTURY 90045-5614,,,,722110,Full-service restaurants,11,01/02/1970,,"(33.9455, -118.3845)",90045
3088,0000039712-0001-3,SWH MIMI'S CAFE LLC,MIMIS CAFE,19710 NORDHOFF PLACE,chatsworth,19710 NORDHOFF 91311-6605,5243 E BEVERLY BLVD,LOS ANGELES,90022-2020,722110,Full-service restaurants,12,10/26/1992,,"(34.2354, -118.5626)",91311
3089,0002709476-0001-7,JBD FRANCHISE INC,,414 S WESTERN AVENUE UNIT #D,los angeles,414 WESTERN 90020-4191,,,,722110,Full-service restaurants,10,11/01/2013,,"(34.0668, -118.3091)",90020
3090,0000162301-0001-6,ROBERTO PATINO,,8928 KRAMERWOOD PLACE,los angeles,8928 KRAMERWOOD 90034-3108,,,,722110,Full-service restaurants,10,05/06/1983,,"(34.0334, -118.3882)",90034
3091,0000068806-0002-6,SUNG HYUN SIM,NEW SHOGUN SUSHI,987 S VERMONT AVENUE #D,los angeles,987 VERMONT 90006-5912,,,,722110,Full-service restaurants,10,09/10/2008,,"(34.0531, -118.2916)",90006
3092,0002800867-0001-1,NICKER AVALON INC,,10011 AVALON BLVD,los angeles,10011 AVALON 90003-4815,20790 LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,8,01/01/2014,,"(33.9452, -118.2651)",90003
3093,0003290419-0001-8,THE CHICKEN SHACK INC,,16711 HAWTHORNE BLVD #K#29,lawndale,16711 HAWTHORNE 90260,16711 HAWTHORNE BLVD #K#29,LAWNDALE,90260,722110,Full-service restaurants,0,01/15/2022,,"(0.0, 0.0)",90260
3094,0003246430-0001-6,LAX PIZZA LLC,,9146 S SEPULVEDA BLVD,los angeles,9146 SEPULVEDA 90045,9146 S SEPULVEDA BLVD,LOS ANGELES,90045-4804,722110,Full-service restaurants,11,03/24/2021,,"(33.9534, -118.396)",90045
3095,0000026670-0032-0,C G INVESTMENTS INC,SUBWAY #44461,2112 BEVERLY BLVD,los angeles,2112 BEVERLY 90057-2204,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,13,04/02/2009,,"(34.0667, -118.2704)",90057
3096,0000968818-0001-0,LAS PALMITAS FRESH FRUIT INC,LAS PALMITAS FRUITS,3425 E 1ST STREET #3423,los angeles,3425 1ST 90063-2913,4216 E 1ST STREET,LOS ANGELES,90063-1412,722110,Full-service restaurants,14,07/08/1999,,"(34.0367, -118.1941)",90063
3097,0003294747-0001-3,CRUZ RODRIGUEZ ENTERPRISES,MALENA'S RESTAURANT,8610 Van Nuys #1101,panorama city,8610 VAN NUYS 91402,19103 Wellhaven,Canyon Country,91351-3356,722110,Full-service restaurants,6,02/02/2022,,"(34.2268, 34.2268)",91402
3098,0000575765-0001-9,BOARDWALK II INC,,10433 NATIONAL BLVD #5,los angeles,10433 NATIONAL 90034-4681,,,,722110,Full-service restaurants,5,07/03/2002,,"(34.0291, -118.4122)",90034
3099,0003245151-0001-6,PAPHAPHAT CORPORATION,TEYA THAI RESTAURANT,5424 LAUREL CANYON BLVD,valley village,5424 Laurel Canyon 91607-4612,,,,722110,Full-service restaurants,2,03/09/2021,,"(34.1693, -118.3961)",91607
3100,0002670962-0001-0,ARDI VIII INTERNATIONAL LLC,CHARLEY'S PHILLY STEAKS,14006 RIVERSIDE DRIVE SPACE #8,sherman oaks,14006 RIVERSIDE 91423-1945,5755 NW 84TH AVENUE,DORAL,33166-3310,722110,Full-service restaurants,4,02/11/2013,,"(34.1576, -118.4381)",91423
3101,0000707259-0001-3,VREZH CHARGCHIAN,ROBERTS CUISINE,1603 1/2 N LA BREA AVENUE,los angeles,1603 LA BREA 90028-6901,1603 1/2 N LA BREA AVENUE,LOS ANGELES,90028-6901,722110,Full-service restaurants,13,04/01/1989,,"(34.0998, -118.3446)",90028
3102,0003296302-0001-8,QUAN X NGUYEN / ROBERT CEVALLOS SANCHEZ,,22530 CLARENDON STREET,woodland hills,22530 Clarendon 91367-4428,,,,722110,Full-service restaurants,3,02/03/2022,,"(34.1688, -118.6179)",91367
3103,0000026670-0011-7,C G INVESTMENTS INC,SUBWAY #5449,2180 WESTWOOD BLVD #1B,los angeles,2180 WESTWOOD 90025-6351,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,5,04/05/1991,,"(34.0441, -118.4319)",90025
3104,0000201432-0002-8,ADRIANA E MORAN,LA ESPERANZA RESTAURANT,22832 S WESTERN AVENUE,torrance,22832 WESTERN 90501-5110,22836 S WESTERN AVENUE,TORRANCE,90501-5110,722110,Full-service restaurants,15,12/01/2011,,"(33.8183, -118.3087)",90501
3105,0003245107-0001-5,"DOMI FOODS, CORP.",,672 S SANTA FE AVENUE,los angeles,672 SANTE FE 90021,3150   WILSHIRE BLVD   APT #1224,LOS ANGELES,90010-1356,722110,Full-service restaurants,14,03/21/2021,,"(34.0358, -118.2299)",90021
3106,0000115085-0001-9,ARMANDO PARIASCA,POLLOS A LA BRASA EAGLE ROCK ROTTISERIE CHICKEN,2161 COLORADO BLVD #106 7,los angeles,2161 COLORADO 90041-1254,,,,722110,Full-service restaurants,14,04/01/1994,,"(34.1391, -118.2133)",90041
3107,0000130639-0001-4,YANG CHOW RESTAURANT INC,YOUNG CHOW,819 N BROADWAY,los angeles,819 BROADWAY 90012-2309,,,,722110,Full-service restaurants,1,12/10/1977,,"(34.0626, -118.2381)",90012
3108,0003295242-0001-7,YING HANA TERREYAKI,YING HANA TEPPANYAKI,4400 S BROADWAY SUITE #101,los angeles,4400 BROADWAY 90037-2792,,,,722110,Full-service restaurants,9,02/07/2022,,"(34.0035, -118.2779)",90037
3109,0003057450-0001-6,KATRINA R MANUEL,KABOO KITCHEN & CATERING,2413 W MARTIN LUTHER KING JR BLVD   BUILDING,los angeles,2413 MARTIN LUTHER KING JR 90008,856   CIMARRON LANE,CORONA,92879-8228,722110,Full-service restaurants,10,05/01/2018,,"(34.0109, -118.3194)",90008
3110,0000631545-0002-4,ANA M SANABRIA JOVEL / OSCAR CORTEZ,EL PUEBLO,2719 W 6TH STREET,los angeles,2719 6TH 90057-3111,,,,722110,Full-service restaurants,1,12/03/2009,,"(34.0627, -118.2819)",90057
3111,0000717702-0001-1,S & R SUBWAY INC,,4206 BEVERLY BLVD,los angeles,4206 BEVERLY 90004-4430,18200 SHEFFIELD LANE,NORTHRIDGE,91326-3609,722110,Full-service restaurants,10,08/22/2002,,"(34.0762, -118.3005)",90004
3112,0002689912-0001-3,THUTHAO T LAM,PHO SAIGON 1,21701 DEVONSHIRE STREET #A,chatsworth,21701 DEVONSHIRE 91311-2957,,,,722110,Full-service restaurants,12,07/02/2013,,"(34.2572, -118.6016)",91311
3113,0000627390-0002-1,K & H SUBWAY INC,,1270 S LA CIENEGA BLVD,los angeles,1270 LA CIENEGA 90035-2548,,,,722110,Full-service restaurants,5,01/01/1995,,"(34.0535, -118.3761)",90035
3114,0000209661-0001-1,WILLIAM M GIAMELA,GIAMELAS SUBMARINE SANDWICH,8728 FOOTHILL BLVD,sunland,8728 FOOTHILL 91040-1923,8020 DEERING AVENUE,CANOGA PARK,91304-5010,722110,Full-service restaurants,7,12/01/1984,,"(34.2601, -118.3234)",91040
3115,0002749303-0001-5,TAV GEV LLC,TONDIR,11651 RIVERSIDE DRIVE,north hollywood,11651 RIVERSIDE 91602-1021,,,,722110,Full-service restaurants,2,05/01/2014,,"(34.1576, -118.3865)",91602
3116,0002027558-0003-3,"H.S. CHEEMA, INC.",SUBWAY 46186,3300 S CENTRAL AVENUE UNIT #B,los angeles,3300 CENTRAL 90011-2518,1000 E WASHINGTON BLVD #118,LOS ANGELES,90021-3070,722110,Full-service restaurants,9,10/15/2009,,"(34.0135, -118.2565)",90011
3117,0003181958-0001-4,AT DEVELOPMENT GROUP LLC,BEACH AND BREW,405 WASHINGTON BLVD,venice,405 WASHINGTON 90292-5213,4170   ADMIRALTY WAY   UNIT #302,MARINA DEL REY,90292-4616,722110,Full-service restaurants,11,04/01/2020,,,90292
3118,0003292630-0001-5,JINJU GALBI,JINJU GALBI,203 N Western,los angeles,203 WESTERN 90004,203 N Western,Los Angeles,90004-4107,722110,Full-service restaurants,10,02/01/2022,,"(34.0748, 34.0748)",90004
3119,0000778711-0003-1,REYNA CARAVANTES,LOS PATRONES MEXICAN COUSINE,2005 W PICO BLVD,los angeles,2005 PICO 90006-5010,2108 MERLE DRIVE,MONTEBELLO,90640-2447,722110,Full-service restaurants,1,02/28/2020,,"(34.0472, -118.2815)",90006
3120,0000107109-0001-4,TRAN KIM DUNG,FISH ONLY,1832 MARENGO STREET,los angeles,1832 MARENGO 90033-1316,,,,722110,Full-service restaurants,14,06/01/2000,,"(34.0581, -118.2109)",90033
3121,0000802418-0001-0,PESCADO MOJADO OPERATIONS INC,PRESCADO MOJADO PARTNERS V,610 S RAMPART BLVD #1 2,los angeles,610 RAMPART 90057-3213,,,,722110,Full-service restaurants,1,04/15/1990,,"(34.0621, -118.2815)",90057
3122,0000850893-0016-4,KAZI FOODS INC,KENTUCKY FRIED CHICKEN,11900 WILSHIRE BLVD,los angeles,11900 WILSHIRE 90025-6604,3671 SUNSWEPT DRIVE,STUDIO CITY,91604-2325,722110,Full-service restaurants,11,12/18/2001,,"(34.0466, -118.4643)",90025
3123,0000325068-0001-2,LOS ANGELES POLICE EXPLORER POST 515 E,,19021 VANOWEN STREET,reseda,19021 VANOWEN 91335,19020 VANOWEN STREET,RESEDA,91335-5114,722110,Full-service restaurants,3,10/01/1980,,"(34.194, -118.5474)",91335
3124,0000789129-0001-0,VENICE BEACH PIZZA CORP,VENICE PIZZA,821 OCEAN FRONT WALKS,venice,821 OCEAN FRONT 90291-3213,15710   ALVARADO STREET,LAKE ELSINORE,92530-6912,722110,Full-service restaurants,11,02/18/1992,,"(33.9911, -118.4773)",90291
3125,0002487355-0001-7,CHARLES PACHECO,GOAL,8334 W 3RD STREET,los angeles,8334 3RD 90048-4311,,,,722110,Full-service restaurants,5,03/01/2010,,"(34.0727, -118.371)",90048
